movie,metascore,rating,runtime,genre1,release_date,release_year,rat_avg,rat_count,rat_poscount,rat_mixcount,rat_negcount,prodbudget,adbudget,franchise,source,domgross,intlgross,distributor
Bad Boys II,38,R,147,Action,18jul2003,2003,5.7,96,53,10,33,130000000,40000000,Bad Boys,Original Screenplay,138608444,134731112,Sony Pictures
Barbershop,66,PG-13,102,Drama,13sep2002,2002,7.9,21,18,0,3,12000000,10000000,Barbershop,Original Screenplay,75782105,1281819,MGM
Barbershop 2: Back in Business,59,PG-13,106,Comedy,06feb2004,2004,4.9,8,5,0,3,18000000,,Barbershop,Original Screenplay,65111277,860036,MGM
Basic Instinct 2,26,R,114,Mystery,31mar2006,2006,5,47,21,5,21,70000000,,Basic Instinct,Original Screenplay,5971336,32658142,Sony Pictures
Before Sunset,90,R,80,Drama,02jul2004,2004,8.300000000000001,158,136,3,19,2000000,,Before Sunrise,Original Screenplay,5820649,10171966,Warner Independent
Behind Enemy Lines,49,PG-13,106,Action,30nov2001,2001,6.7,37,27,2,8,40000000,,Behind Enemy Lines,Original Screenplay,58856790,32896412,20th Century Fox
Benji: Off the Leash!,49,PG,97,Drama,20aug2004,2004,3.6,5,1,1,3,,,Benji,Original Screenplay,3817362,,Benji Returns
Big Momma's House 2,34,PG-13,99,Action,27jan2006,2006,5.7,29,17,0,12,40000000,,Big Momma,Original Screenplay,70165972,68093090,20th Century Fox
Blade II,52,R,117,Action,22mar2002,2002,7.3,46,38,5,3,54000000,25000000,Blade,Based on Comic/Graphic Novel,82348319,72661713,New Line
Blade: Trinity,38,Unrated,113,Action,08dec2004,2004,4.8,80,40,8,32,65000000,,Blade,Based on Comic/Graphic Novel,52411906,76493460,New Line
Boogeyman,32,PG-13,89,Drama,04feb2005,2005,3.5,35,11,3,21,20000000,,Boogeyman,Original Screenplay,46752382,20440477,Sony Pictures
The Bourne Identity,68,PG-13,119,Action,14jun2002,2002,8.1,123,114,7,2,60000000,25000000,Bourne Identity,Based on Book/Short Story,121661683,92372541,Universal
The Bourne Supremacy,73,PG-13,108,Action,23jul2004,2004,7.2,143,117,11,15,85000000,45000000,Bourne Identity,Based on Book/Short Story,176241941,112258276,Universal
Boys Life 4: Four Play,53,,83,Drama,01aug2003,2003,,0,0,0,0,,,Boys Life,,53169,,Strand
Bruce Almighty,46,PG-13,101,Drama,23may2003,2003,6.9,111,80,14,17,81000000,40000000,Bruce Almighty,Original Screenplay,242829261,241763613,Universal
The Butterfly Effect,30,R,113,Sci-Fi,23jan2004,2004,7.5,221,175,8,38,13000000,,Butterfly Effect,Original Screenplay,57938693,38122165,New Line
Cabin Fever,56,TV-MA,93,Thriller,12sep2003,2003,4.4,80,37,6,37,1500000,12000000,Cabin Fever,Original Screenplay,21158188,9395206,Lionsgate
Cars,73,G,117,Comedy,09jun2006,2006,7,246,182,23,41,70000000,,Cars,Original Screenplay,244082982,217900167,Walt Disney Pictures
Cats & Dogs,47,PG,87,Action,04jul2001,2001,5.8,44,23,11,10,60000000,,Cats and Dogs,Original Screenplay,93385515,107301977,Warner Bros.
Charlie's Angels: Full Throttle,48,Unrated,106,Action,27jun2003,2003,5.9,84,50,7,27,120000000,40000000,Charlie's Angels,Based on TV,100830111,158345677,Sony Pictures
Cheaper by the Dozen,46,PG,98,Comedy,25dec2003,2003,6.8,77,53,6,18,40000000,,Cheaper by the Dozen,Remake,138614544,51597569,20th Century Fox
Cheaper by the Dozen 2,34,PG,94,Adventure,21dec2005,2005,3,47,12,6,29,60000000,,Cheaper by the Dozen,Remake,82571173,46610657,20th Century Fox
Seed of Chucky,46,Not Rated,87,Thriller,12nov2004,2004,5.5,30,15,6,9,29000000,,Child's Play,Original Screenplay,17083732,7745912,Focus/Rogue Pictures
Batman Begins,70,PG-13,140,Action,15jun2005,2005,8.6,773,709,16,48,150000000,,Christopher Nolan Batman,Based on Comic/Graphic Novel,205343774,167366241,Warner Bros.
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",75,Unrated,143,Adventure,09dec2005,2005,5.2,512,269,36,207,180000000,60000000,Chronicles of Narnia,Based on Book/Short Story,291710957,453302158,Walt Disney Pictures
Clerks II,65,R,97,Drama,21jul2006,2006,7.3,110,84,9,17,5000000,,Clerks,Original Screenplay,24148068,2835708,MGM
Crank,57,R,88,Action,01sep2006,2006,7,108,79,5,24,12000000,,Crank,Original Screenplay,27838408,15092633,Lionsgate
Cremaster 3,67,Unrated,182,Drama,15may2002,2002,6.3,21,12,1,8,,,Cremaster,Original Screenplay,514622,5574,Palm Pictures
Curious George,62,G,86,Adventure,10feb2006,2006,7.9,32,27,2,3,50000000,,Curious George,Based on Book/Short Story,58360760,11474055,Universal
The Da Vinci Code,46,PG-13,149,Mystery,19may2006,2006,5.8,380,218,42,120,125000000,,Da Vinci Code,Based on Book/Short Story,217536138,540703713,Sony Pictures
Daddy Day Care,39,PG,92,Comedy,09may2003,2003,5.7,27,16,3,8,60000000,30000000,Daddy Day Care,Original Screenplay,104297061,60136806,Sony Pictures
Deuce Bigalow: European Gigolo,23,R,83,Comedy,12aug2005,2005,2.3,79,18,3,58,22000000,,Deuce Bigelow,Original Screenplay,22400154,22709407,Sony Pictures
Dr. Dolittle 2,49,PG,87,Comedy,22jun2001,2001,7.2,23,17,4,2,72000000,,Doctor Dolittle,Remake,112952899,63151445,20th Century Fox
Donnie Darko,71,R,113,Sci-Fi,26oct2001,2001,8.199999999999999,24,23,0,1,4500000,,Donnie Darko,Original Screenplay,517375,2845785,Newmarket Films
The Dukes of Hazzard,33,Unrated,104,Action,05aug2005,2005,4.2,83,32,5,46,53000000,,Dukes of Hazzard,Based on TV,80270227,30799288,Warner Bros.
Dumb and Dumberer: When Harry Met Lloyd,19,PG-13,85,Comedy,13jun2003,2003,3.4,60,18,8,34,30000000,,Dumb and Dumber,Original Screenplay,26276465,12991050,New Line
Eating Out,28,Unrated,90,Comedy,08apr2005,2005,2.7,43,9,0,34,,,Eating Out,Original Screenplay,155212,,Ariztical Entertainment
Eating Out 2: Sloppy Seconds,39,,79,Comedy,24nov2006,2006,2,31,6,0,25,,,Eating Out,Original Screenplay,37072,,Artiztical Entertainment
Exorcist: The Beginning,30,R,114,Thriller,20aug2004,2004,4.1,41,15,7,19,78000000,,Exorcist,Based on Book/Short Story,41821986,36178600,Warner Bros.
Fantastic Four,40,PG-13,106,Action,08jul2005,2005,5.4,198,106,34,58,87500000,,Fantastic Four,Based on Comic/Graphic Novel,154696080,175883639,20th Century Fox
The Fast and the Furious,58,PG-13,106,Action,22jun2001,2001,9,254,235,4,15,38000000,35000000,Fast and the Furious,Based on Magazine Article,144533925,62750000,Universal
2 Fast 2 Furious,38,PG-13,107,Action,06jun2003,2003,6,141,86,9,46,76000000,40000000,Fast and the Furious,Based on Magazine Article,127154901,109195760,Universal
The Fast and the Furious: Tokyo Drift,46,PG-13,104,Action,16jun2006,2006,7,85,60,10,15,85000000,,Fast and the Furious,Based on Magazine Article,62514415,95953877,Universal
Feast,43,R,95,Action,22sep2006,2006,7.4,14,13,1,0,3200000,,Feast,Original Screenplay,56131,632723,Weinstein/Dimension
Final Destination 2,38,R,90,Thriller,31jan2003,2003,5.9,58,30,14,14,26000000,,Final Destination,Original Screenplay,46961214,43465191,New Line
Final Destination 3,41,R,93,Mystery,10feb2006,2006,5.5,101,56,16,29,25000000,,Final Destination,Original Screenplay,54098051,63621107,New Line
Flicka,57,PG,95,Adventure,20oct2006,2006,6.2,28,18,1,9,15000000,,Flicka,Based on Book/Short Story,21000147,893444,20th Century Fox
The French Connection (re-release),96,R,104,Action,05mar2003,2003,8.1,35,31,3,1,2200000,,French Connection,,51700000,,20th Century Fox
Friday After Next,35,R,85,Comedy,22nov2002,2002,9.1,39,36,1,2,10000000,,Friday,Original Screenplay,33253609,273226,New Line
Jason X,25,R,91,Sci-Fi,26apr2002,2002,5.2,54,25,8,21,14000000,,Friday the 13th,,13121555,3830243,New Line
Freddy vs. Jason,37,R,97,Action,15aug2003,2003,7.4,105,81,7,17,25000000,25000000,"Friday the 13th,Nightmare on Elm Street",Spin-Off,82622655,32286175,New Line
Garfield,27,PG,80,Comedy,11jun2004,2004,4.5,57,26,4,27,50000000,,Garfield,Based on Comic/Graphic Novel,75369589,125434945,20th Century Fox
Garfield: A Tail of Two Kitties,37,PG,78,Comedy,16jun2006,2006,6.1,29,18,2,9,,,Garfield,Based on Comic/Graphic Novel,28426747,113275517,20th Century Fox
Be Cool,37,PG-13,118,Comedy,04mar2005,2005,4,64,21,11,32,75000000,,Get Shorty,Based on Book/Short Story,56046979,39179137,MGM
Gods and Generals,30,PG-13,219,Action,21feb2003,2003,6,48,28,3,17,55000000,,Gettysburg,,12882934,41002,Warner Bros.
Goal! The Dream Begins,53,PG,118,Drama,12may2006,2006,7.1,22,18,0,4,33000000,,Goal,Original Screenplay,4283255,23327618,Walt Disney Pictures
The Grudge,49,Unrated,92,Mystery,22oct2004,2004,5.8,114,64,13,37,10000000,15000000,Grudge,Remake,110359362,76921753,Sony Pictures
The Grudge 2,33,PG-13,102,Drama,13oct2006,2006,5,52,24,6,22,20000000,,Grudge,Remake,39143839,31567336,Sony Pictures
Halloween: Resurrection,19,R,94,Thriller,12jul2002,2002,4.4,76,27,13,36,15000000,,Halloween,,30354442,7310413,Miramax/Dimension
Red Dragon,60,R,124,Thriller,04oct2002,2002,6.6,43,33,5,5,78000000,30000000,Hannibal Lecter,Based on Book/Short Story,93149898,116046400,Universal
Harold & Kumar Go to White Castle,64,Unrated,88,Adventure,30jul2004,2004,8.199999999999999,102,88,4,10,9000000,,Harold & Kumar,Original Screenplay,18250550,5686358,New Line
Harry Potter and the Sorcerer's Stone,64,TV-G,152,Adventure,16nov2001,2001,7.1,227,179,16,32,125000000,50000000,Harry Potter,Based on Book/Short Story,317575550,657179821,Warner Bros.
Harry Potter and the Chamber of Secrets,63,TV-G,161,Adventure,15nov2002,2002,5.8,248,163,17,68,100000000,45000000,Harry Potter,Based on Book/Short Story,261988482,616991152,Warner Bros.
Harry Potter and the Prisoner of Azkaban,82,PG,141,Adventure,04jun2004,2004,7.1,484,357,40,87,130000000,45000000,Harry Potter,Based on Book/Short Story,249541069,547147480,Warner Bros.
Harry Potter and the Goblet of Fire,81,PG-13,157,Adventure,18nov2005,2005,7.8,495,410,32,53,150000000,50000000,Harry Potter,Based on Book/Short Story,290013036,606898042,Warner Bros.
Hellboy,72,PG-13,122,Action,02apr2004,2004,6.7,139,103,15,21,60000000,43600000,Hellboy,Based on Comic/Graphic Novel,59623958,39695029,Sony Pictures
Herbie Fully Loaded,47,G,101,Adventure,22jun2005,2005,4.7,75,38,1,36,50000000,,Herbie,,66023816,78123000,Walt Disney Pictures
Hair High,61,,78,Horror,18oct2006,2006,,0,0,0,0,,,High School Musical,Original Screenplay,5342,,Bill Plympton
The Hills Have Eyes,52,NC-17,107,Thriller,10mar2006,2006,6,115,76,5,34,17000000,,Hills Have Eyes,Remake,41778863,27844850,Fox Searchlight
Hoodwinked!,45,PG,80,Mystery,16dec2005,2005,6.9,67,49,7,11,17500000,,Hoodwinked,Traditional/Legend/Fairytale,51386611,58626556,Weinstein Co.
Hostel,55,R,94,Mystery,06jan2006,2006,4.3,257,110,19,128,4800000,19000000,Hostel,Original Screenplay,47326473,33252461,Lionsgate
The Devil's Rejects,53,NC-17,107,Thriller,22jul2005,2005,6.6,62,42,4,16,7000000,,"House of 1,000 Corpses",Original Screenplay,17044981,2345048,Lionsgate
Hulk,54,PG-13,138,Action,20jun2003,2003,5,169,81,21,67,137000000,35000000,Hulk,Based on Comic/Graphic Novel,132177234,113183246,Universal
Ice Age,60,PG,81,Adventure,15mar2002,2002,7.9,78,70,4,4,65000000,30000000,Ice Age,Original Screenplay,176387405,206869731,20th Century Fox
Ice Age: The Meltdown,58,PG,91,Adventure,31mar2006,2006,8.199999999999999,109,94,12,3,75000000,,Ice Age,Original Screenplay,195330621,460057537,20th Century Fox
The Italian Job,68,PG-13,111,Action,30may2003,2003,6.9,69,51,8,10,60000000,,Italian Job,Remake,106128601,69941570,Paramount Pictures
Jackass: The Movie,42,R,87,Action,25oct2002,2002,8.199999999999999,96,82,3,11,5000000,15000000,Jackass,Based on TV,64255312,15238519,Paramount Pictures
Jackass Number Two,66,R,92,Comedy,22sep2006,2006,7.3,98,79,1,18,11000000,,Jackass,Based on TV,72778712,11839820,Paramount Pictures
Casino Royale,81,PG-13,144,Action,17nov2006,2006,7.8,559,462,21,76,102000000,,James Bond,Based on Book/Short Story,167445960,426793106,Sony Pictures
Jeepers Creepers,49,R,90,Drama,31aug2001,2001,5.4,59,28,11,20,10000000,,Jeepers Creepers,Original Screenplay,37904175,21313614,MGM
Jeepers Creepers II,36,R,104,Thriller,29aug2003,2003,5.5,30,13,8,9,25000000,,Jeepers Creepers,Original Screenplay,35667218,27435448,MGM
Johnson Family Vacation,29,PG-13,97,Comedy,07apr2004,2004,4.8,5,2,0,3,12000000,,Johnson Family,Original Screenplay,31203964,258789,Fox Searchlight
Zathura: A Space Adventure,67,PG,113,Action,11nov2005,2005,6.3,32,23,1,8,65000000,,Jumanji,Based on Book/Short Story,29258869,35062632,Sony Pictures
The Jungle Book 2,38,G,72,Adventure,14feb2003,2003,3.7,6,2,0,4,20000000,,Jungle Book,Based on Book/Short Story,47901582,87802017,Walt Disney Pictures
Jurassic Park III,42,PG-13,92,Action,18jul2001,2001,6.4,125,80,13,32,93000000,30000000,Jurassic Park,Based on Book/Short Story,181171875,187608934,Universal
Kill Bill: Vol. 1,69,TV-MA,111,Action,10oct2003,2003,6.6,464,323,16,125,55000000,,Kill Bill,Original Screenplay,70099045,110850000,Miramax
Kill Bill: Vol. 2,83,TV-MA,136,Action,16apr2004,2004,7.6,261,205,17,39,55000000,,Kill Bill,Original Screenplay,66208183,85951278,Miramax
Lara Croft Tomb Raider: The Cradle of Life,43,PG-13,117,Action,25jul2003,2003,7.9,106,83,7,16,90000000,,Lara Croft,Based on Game,65660196,90845192,Paramount Pictures
Legally Blonde,59,PG-13,96,Comedy,13jul2001,2001,7.7,60,50,3,7,18000000,,Legally Blonde,Original Screenplay,96520674,45254005,MGM
"Legally Blonde 2: Red, White & Blonde",47,PG-13,95,Comedy,02jul2003,2003,4.5,48,20,6,22,25000000,,Legally Blonde,Original Screenplay,90186328,34728514,MGM
Madagascar,57,PG,86,Adventure,27may2005,2005,6.2,107,68,15,24,75000000,,Madagascar,Original Screenplay,193595521,339085150,Dreamworks SKG
Diary of a Mad Black Woman,36,PG-13,116,Drama,25feb2005,2005,8,92,74,1,17,5500000,,Madea,Based on Play,50633099,19104,Lionsgate
Madea's Family Reunion,45,PG-13,107,Drama,24feb2006,2006,7.4,40,30,1,9,10000000,,Madea,Based on Play,63257940,50939,Lionsgate
The Matrix Reloaded,62,R,138,Action,15may2003,2003,6.4,466,301,56,109,127000000,50000000,Matrix,Original Screenplay,281576461,460552000,Warner Bros.
The Matrix Revolutions,47,R,129,Action,05nov2003,2003,5.5,319,167,51,101,110000000,50000000,Matrix,Original Screenplay,139313948,288029350,Warner Bros.
Meet the Fockers,41,PG-13,115,Comedy,22dec2004,2004,5.8,117,64,18,35,60000000,30000000,Meet the Parents,Original Screenplay,279261160,237381779,Universal
Men in Black II,49,PG-13,88,Action,03jul2002,2002,5.1,60,23,23,14,140000000,50000000,Men in Black,Based on Comic/Graphic Novel,190418803,251400000,Sony Pictures
Miss Congeniality 2: Armed & Fabulous,34,PG-13,115,Action,24mar2005,2005,6,30,18,5,7,60000000,,Miss Congeniality,Original Screenplay,48478006,52915563,Warner Bros.
Mission: Impossible III,66,PG-13,126,Action,05may2006,2006,6.9,178,132,18,28,150000000,,Mission: Impossible,Based on TV,134029801,263820211,Paramount Pictures
The Mummy Returns,48,PG-13,130,Action,04may2001,2001,6.4,62,40,9,13,98000000,40000000,Mummy,Remake,202019785,230993489,Universal
National Treasure,39,PG,131,Action,19nov2004,2004,7.1,143,113,8,22,100000000,54100000,National Treasure,Original Screenplay,173008894,174503424,Walt Disney Pictures
Night at the Museum,48,PG,108,Action,22dec2006,2006,7,170,132,12,26,110000000,,Night at the Museum,Based on Book/Short Story,250863268,323617573,20th Century Fox
Ocean's Eleven,74,PG-13,116,Thriller,07dec2001,2001,8,90,81,5,4,85000000,30000000,Ocean's Eleven,Remake,183417150,267300000,Warner Bros.
Ocean's Twelve,58,PG-13,125,Thriller,10dec2004,2004,4.7,151,63,31,57,110000000,43500000,Ocean's Eleven,Remake,125544280,237200000,Warner Bros.
Old School,54,Unrated,91,Comedy,21feb2003,2003,7.4,68,56,4,8,24000000,,Old School,Original Screenplay,75585093,11470256,Dreamworks SKG
Megiddo: The Omega Code 2,35,PG-13,104,Thriller,21sep2001,2001,6.5,19,12,1,6,22000000,,Omega Code,Original Screenplay,6047691,,8X Entertainment
Open Season,49,PG,83,Adventure,29sep2006,2006,6.2,41,26,7,8,85000000,,Open Season,Original Screenplay,85105259,112203768,Sony Pictures
The Lord of the Rings: The Fellowship of the Ring,92,PG-13,178,Action,19dec2001,2001,8.6,598,537,12,49,109000000,40000000,Peter Jackson's Lord of the Rings,Based on Book/Short Story,313364114,555985574,Warner Bros.
The Lord of the Rings: The Two Towers,88,PG-13,179,Action,18dec2002,2002,9,476,441,13,22,94000000,50000000,Peter Jackson's Lord of the Rings,Based on Book/Short Story,339789881,583495746,Warner Bros.
The Lord of the Rings: The Return of the King,94,PG-13,201,Action,17dec2003,2003,8.699999999999999,1149,1013,25,111,94000000,75000000,Peter Jackson's Lord of the Rings,Based on Book/Short Story,377027325,742083616,Warner Bros.
Return to Never Land,49,G,72,Adventure,15feb2002,2002,6.7,7,5,0,2,20000000,,Peter Pan,Based on Play,48430258,61432424,Walt Disney Pictures
Peter Pan,64,PG,113,Adventure,25dec2003,2003,8.699999999999999,95,83,2,10,100000000,,Peter Pan,Based on Book/Short Story,48462608,73512403,Universal
The Pink Panther,38,PG,93,Adventure,10feb2006,2006,6.6,63,43,3,17,80000000,,Pink Panther,,82226474,76624883,Sony Pictures
Pirates of the Caribbean: The Curse of the Black Pearl,63,PG-13,143,Action,09jul2003,2003,8.699999999999999,417,380,11,26,125000000,40000000,Pirates of the Caribbean,Disney Ride,305413918,348850097,Walt Disney Pictures
Planet of the Apes,50,PG-13,119,Action,27jul2001,2001,5.3,115,54,19,42,100000000,40000000,Planet of the Apes,Remake,180011740,182200000,20th Century Fox
The Princess Diaries,52,G,115,Thriller,03aug2001,2001,8,59,48,2,9,30000000,,Princess Diaries,Based on Book/Short Story,108248956,57086197,Walt Disney Pictures
The Princess Diaries 2: Royal Engagement,43,G,113,Thriller,11aug2004,2004,6.1,23,15,1,7,45000000,30000000,Princess Diaries,Based on Book/Short Story,95170481,39564000,Walt Disney Pictures
Pulse,27,R,90,Sci-Fi,11aug2006,2006,3.6,107,37,2,68,7500000,,Pulse,Remake,20264436,9643249,Weinstein/Dimension
The Punisher,33,Unrated,124,Action,16apr2004,2004,6.4,82,55,9,18,33000000,,Punisher,Based on Comic/Graphic Novel,33810189,20889916,Lionsgate
The Chronicles of Riddick,38,Unrated,119,Action,11jun2004,2004,7.3,140,106,11,23,120000000,,Riddick,Original Screenplay,57761012,58011721,Universal
The Ring,57,PG-13,115,Mystery,18oct2002,2002,6.9,117,89,10,18,48000000,35000000,Ring,Remake,129128133,120220800,Dreamworks SKG
The Ring Two,44,Not Rated,110,Drama,18mar2005,2005,5.1,79,38,12,29,50000000,,Ring,Remake,76231249,85220289,Dreamworks SKG
Rocky Balboa,63,PG,102,Drama,20dec2006,2006,8.6,261,234,10,17,24000000,,Rocky,,70270943,85450189,MGM
Rugrats Go Wild,38,PG,80,Adventure,13jun2003,2003,3.8,12,5,1,6,25000000,,Rugrats Movie,Based on TV,39402572,16002494,Paramount Pictures
Rush Hour 2,48,PG-13,90,Action,03aug2001,2001,8.4,57,53,2,2,90000000,35000000,Rush Hour,Original Screenplay,226164286,121161516,New Line
The Santa Clause 2,48,G,104,Fantasy,01nov2002,2002,7.6,12,9,2,1,65000000,35000000,Santa Clause,Original Screenplay,139236327,33618738,Walt Disney Pictures
The Santa Clause 3: The Escape Clause,32,G,97,Adventure,03nov2006,2006,4.3,27,11,2,14,,,Santa Clause,Original Screenplay,84500122,26268000,Walt Disney Pictures
Saw,46,NC-17,103,Mystery,29oct2004,2004,6.7,194,136,22,36,1200000,,Saw,Original Screenplay,55185045,47911300,Lionsgate
Saw II,40,NC-17,93,Mystery,28oct2005,2005,6,142,91,13,38,5000000,20000000,Saw,Original Screenplay,87039965,60708540,Lionsgate
Saw III,48,NC-17,108,Thriller,27oct2006,2006,6.1,159,100,11,48,10000000,,Saw,Original Screenplay,80238724,84635551,Lionsgate
Scary Movie 2,29,TV-14,83,Comedy,04jul2001,2001,5.9,67,39,6,22,45000000,,Scary Movie,Original Screenplay,71308997,69911681,Miramax/Dimension
Scary Movie 3,49,Unrated,84,Comedy,24oct2003,2003,6.8,112,76,13,23,45000000,,Scary Movie,Original Screenplay,110003217,110670000,Miramax/Dimension
Scary Movie 4,40,PG-13,83,Comedy,14apr2006,2006,6,100,58,13,29,40000000,,Scary Movie,Original Screenplay,90710620,87552000,Weinstein/Dimension
Scooby-Doo,35,PG,86,Adventure,14jun2002,2002,5.5,64,34,11,19,84000000,35000000,Scooby-Doo,Based on TV,153294164,122356539,Warner Bros.
Scooby Doo 2: Monsters Unleashed,34,PG,93,Action,26mar2004,2004,6.4,27,17,4,6,25000000,42000000,Scooby-Doo,Based on TV,84216833,97250000,Warner Bros.
Shanghai Knights,58,PG-13,114,Action,07feb2003,2003,7.2,18,15,1,2,50000000,,Shanghai Noon,Original Screenplay,60476872,27846615,Walt Disney Pictures
Shrek,84,PG,90,Adventure,18may2001,2001,8.5,194,176,9,9,50000000,30000000,Shrek,Based on Book/Short Story,267665011,216744207,Dreamworks SKG
Shrek 2,75,PG,93,Adventure,19may2004,2004,8,185,157,16,12,70000000,48500000,Shrek,Based on Book/Short Story,441226247,478612511,Dreamworks SKG
Sin City,74,Unrated,124,Action,01apr2005,2005,7.7,415,319,26,70,40000000,,Sin City,Based on Comic/Graphic Novel,74103820,84650000,Miramax/Dimension
The Sisterhood of the Traveling Pants,66,PG,119,Adventure,01jun2005,2005,8,36,31,2,3,25000000,,Sisterhood of the Traveling Pants,Based on Book/Short Story,39053061,2960817,Warner Bros.
Spider-Man,73,PG-13,121,Action,03may2002,2002,8,202,174,13,15,139000000,50000000,Spider-Man,Based on Comic/Graphic Novel,403706375,418002176,Sony Pictures
Spider-Man 2,83,PG-13,127,Action,30jun2004,2004,7.8,315,259,15,41,200000000,57000000,Spider-Man,Based on Comic/Graphic Novel,373585825,410180516,Sony Pictures
Spy Kids 3-D: Game Over,57,TV-G,84,Action,25jul2003,2003,4.9,54,23,10,21,40000000,,Spy Kids,Original Screenplay,111761982,85250000,Miramax/Dimension
Star Wars: Episode II - Attack of the Clones,53,PG,142,Action,16may2002,2002,6.2,310,189,42,79,115000000,25000000,Star Wars,Original Screenplay,302191252,338721588,20th Century Fox
Star Wars: Episode III - Revenge of the Sith,68,PG-13,140,Action,19may2005,2005,7.1,898,642,80,176,115000000,,Star Wars,Original Screenplay,380270577,468484191,20th Century Fox
Step Up,48,PG-13,104,Drama,11aug2006,2006,7.7,81,64,2,15,12000000,,Step Up,Original Screenplay,65328121,48866726,Walt Disney Pictures
Superman Returns,72,PG-13,154,Action,28jun2006,2006,5.8,636,359,73,204,232000000,,Superman,Based on Comic/Graphic Novel,200081192,191000000,Warner Bros.
Terminator 3: Rise of the Machines,66,R,109,Action,02jul2003,2003,6.4,176,112,23,41,170000000,40000000,Terminator,Original Screenplay,150371112,283000000,Warner Bros.
The Texas Chainsaw Massacre,38,R,98,Thriller,17oct2003,2003,6.7,98,69,7,22,9000000,30000000,Texas Chainsaw Massacre Reboot,Remake,80571655,26500000,New Line
The Texas Chainsaw Massacre: The Beginning,29,NC-17,91,Thriller,06oct2006,2006,5,83,39,6,38,16000000,,Texas Chainsaw Massacre Reboot,Remake,39517763,12246643,New Line
The Marine,45,Unrated,92,Action,13oct2006,2006,5.7,49,29,2,18,15000000,,The Marine,Original Screenplay,18844784,3320824,20th Century Fox
Manderlay,46,Not Rated,139,Drama,27jan2006,2006,7.5,30,25,1,4,14200000,,USA - Land of Opportunities,Original Screenplay,78378,596540,IFC Films
Underworld,42,Not Rated,121,Action,19sep2003,2003,7.1,114,88,9,17,22000000,,Underworld,Original Screenplay,51970690,43737767,Sony Pictures
Underworld: Evolution,36,R,106,Action,20jan2006,2006,8.4,246,208,8,30,45000000,,Underworld,Original Screenplay,62318875,49021926,Sony Pictures
Van Wilder,26,R,92,Comedy,05apr2002,2002,7.8,48,39,4,5,6000000,,Van Wilder,Original Screenplay,21305259,16970224,Artisan
Van Wilder 2: The Rise of Taj,21,R,97,Comedy,01dec2006,2006,3.3,21,6,1,14,,,Van Wilder,Original Screenplay,4300645,1785863,MGM
Jonah: A VeggieTales Movie,58,G,82,Adventure,04oct2002,2002,8.300000000000001,9,8,0,1,14000000,7000000,VeggieTales,Based on Short Film,25581229,34002,Artisan
Waiting...,30,Unrated,94,Comedy,07oct2005,2005,5.6,71,42,4,25,1125000,,Waiting,Original Screenplay,16124543,2513147,Lionsgate
Wallace & Gromit in The Curse of the Were-Rabbit,87,G,85,Adventure,05oct2005,2005,8.300000000000001,141,123,7,11,30000000,,Wallace and Gromit,Original Screenplay,56110897,136499475,Dreamworks SKG
White Noise,30,PG-13,101,Sci-Fi,07jan2005,2005,4.1,47,15,7,25,10000000,,White Noise,Original Screenplay,56386759,34809660,Universal
Piglet's Big Movie,62,G,75,Adventure,21mar2003,2003,8.5,11,10,0,1,,,Winnie the Pooh,Spin-Off,23103423,39767123,Walt Disney Pictures
Pooh's Heffalump Movie,64,G,68,Mystery,11feb2005,2005,7.5,13,9,2,2,20000000,,Winnie the Pooh,Based on Book/Short Story,18098433,34760000,Walt Disney Pictures
Without a Paddle,29,PG-13,95,Adventure,20aug2004,2004,7,40,28,3,9,30000000,,Without a Paddle,Based on Book/Short Story,58169327,11461791,Paramount Pictures
X2,68,PG-13,133,Action,02may2003,2003,8.1,147,131,10,6,125000000,50000000,X-Men,Based on Comic/Graphic Novel,214949694,192761855,20th Century Fox
X-Men: The Last Stand,58,PG-13,104,Action,26may2006,2006,6.1,338,201,59,78,210000000,,X-Men,Based on Comic/Graphic Novel,234362462,224997093,20th Century Fox
The Legend of Zorro,47,PG,129,Action,28oct2005,2005,4.5,49,25,2,22,80000000,,Zorro,Remake,46464023,95936042,Sony Pictures
